claim_id	claim_text	evidence_snippet	target_search_query	target_url	target_url_clean
018_010	Professor Ravi Gupta, of Cambridge University, who is a member of the government’s New and Emerging Respiratory Virus Threats Advisory Group, urged Boris Johnson to delay the June 21 reopening by a matter of weeks amid growing fears about Covid-19 numbers.	"Professor Ravindra ""Ravi"" Kumar Gupta is a professor of clinical microbiology at the Cambridge Institute of Therapeutic Immunology and Infectious Disease at the University of Cambridge."	Professor Ravi Gupta, of Cambridge University	https://en.wikipedia.org/wiki/ravindra_gupta	en.wikipedia.org/wiki/ravindra_gupta
018_021	George Eustice, the environment secretary, said that it was too soon for the government to make a decision about June 21.	Charles George Eustice (born 28 September 1971) is a British Conservative Party politician and former public relations (PR) executive serving as Environment Secretary since 2020 and the Member of Parliament (MP) for Camborne and Redruth since 2010.	George Eustice, the environment secretary	https://en.wikipedia.org/wiki/george_eustice	en.wikipedia.org/wiki/george_eustice
018_027	Professor Robert Read of Southampton University, who sits on the Joint Committee on Vaccination and Immunisation (JCVI), said he did “not particularly” agree with Gupta.	Professor Robert Charles Read is Professor of Infectious Diseases at the University of Southampton, and Director of the NIHR Southampton Biomedical Research centre.	Robert Read of Southampton University	https://www.southampton.ac.uk/people/5x96c6/professor-robert-read	southampton.ac.uk/people/5x96c6/professor-robert-read
018_031	we’ve got a lot of our adults now vaccinated and that programme is going very quickly.” Robert Dingwall, professor of sociology at Nottingham Trent University, said that “critics” who had suggested that the June 21 easing should be delayed “can’t even agree on what delay they’d like”.	Robert William James Dingwall (born 6 August 1950) is a British sociologist and academic, specialising in medical sociology. He has been Professor of Sociology at Nottingham Trent University since 1990.	Robert Dingwall, professor of sociology at Nottingham Trent University	https://en.wikipedia.org/wiki/robert_dingwall	en.wikipedia.org/wiki/robert_dingwall
018_035	Covid is a mild illness in the community.” Susan Michie, a professor of health psychology at University College London who sits on the Scientific Pandemic Insights Group on Behaviours, a government advisory group, told Sky News: “We’re on a knife edge.	Susan Fiona Michie (born June 1955) is a British academic, clinical psychologist, and professor of Health Psychology, director of The Centre for Behaviour Change[1] and head of The Health Psychology Research Group,[2] all at University College London.	Susan Michie, a professor of health psychology at University College London	https://en.wikipedia.org/wiki/susan_michie	en.wikipedia.org/wiki/susan_michie
019_002	Who, as Loyd Grossman in Through the Keyhole used to say, lives in a house like this?	Loyd Daniel Gilman Grossman (born 16 September 1950) is an American-British author, broadcaster and cultural campaigner who has mainly worked in the United Kingdom. He is well known for presenting the BBC programme MasterChef from 1990 to 2000 and for being the co-presenter, with David Frost, of the BBC and ITV panel show Through the Keyhole from 1987 until 2003, visiting homes of many UK and US celebrities.	Loyd Grossman in Through the Keyhole	https://en.wikipedia.org/wiki/loyd_grossman	en.wikipedia.org/wiki/loyd_grossman
019_019	Glasgow may still be in Level 3 but cases are down and more things are slowly opening up.	Glasgow and Moray will remain in Level 3 from Monday 17 May and travel to and from these areas will be prohibited other than for permitted purposes, due to a high rate of Coronavirus (COVID-19) cases.	glasgow level 3	https://www.gov.scot/news/glasgow-and-moray-to-remain-in-level-3	gov.scot/news/glasgow-and-moray-to-remain-in-level-3
019_023	Closer to home, the returning Scottish administration, for all its spin about the first minister’s confident leadership, has not convinced us that it was any better prepared for the pandemic by allowing our NHS to discharge Covid-infected patients into care homes, causing more than 3,000 deaths among residents, while nodding through two shambolic seasons of school exam chaos.	National Records of Scotland (NRS) recorded 3,292 care home deaths over the same period.	covid care home deaths scotland	https://www.bbc.co.uk/news/uk-scotland-56759166	bbc.co.uk/news/uk-scotland-56759166
058_013	In Dvorak’s Cello Concerto it was this intimate sense of storytelling, breathed into life with sweetly fluttering vibrato and shyly yearning phrasing, that put the hall into a daze.	The Cello Concerto in B minor, Op. 104, B. 191, is the last solo concerto by Antonín Dvořák.	dvorak cello concerto	https://en.wikipedia.org/wiki/cello_concerto_(dvo%c5%99%c3%a1k)	en.wikipedia.org/wiki/cello_concerto_(dvo%c5%99%c3%a1k)
059_014	Conducting the City of London Sinfonia, George Jackson follows his roaming singers like a hawk and keeps the energy levels up.	“The City of London Sinfonia, meanwhile, play superbly for Jackson, an excellent conductor, wonderfully alert to the sadness as well as the humour that permeates the score.”	city of london sinfonia george jackson	https://georgejackson.net	georgejackson.net
037_000	Celtic are set to appoint Ange Postecoglou as their new manager after failing to land Eddie Howe.	"Angelos ""Ange"" Postecoglou ( ANJ POS-tə-KOG-loo; Greek: Άγγελος Ποστέκογλου) is an Australian football coach and former player, who is the current manager of the Scottish football club Celtic."	Ange Postecoglou celtic	https://en.wikipedia.org/wiki/ange_postecoglou	en.wikipedia.org/wiki/ange_postecoglou
037_002	Postecoglou manages Japanese side Yokohama F Marinos, yet recently hinted at a new challenge in his career and is now ready for a move to Scotland.	On 19 December 2017 Yokohama F. Marinos announced they had appointed Postecoglou as head coach at the Succession of the 2017 Japanese Emperor's Cup.	Ange Postecoglou celtic	https://en.wikipedia.org/wiki/ange_postecoglou	en.wikipedia.org/wiki/ange_postecoglou
037_003	John Kennedy acted as interim boss for the past three months and it was expected that Howe would agree to take the job before negotiations broke down last week over his backroom staff.	In February 2019 he was appointed assistant manager of the club, and he became caretaker manager in February 2021 after Neil Lennon left Celtic.	john kennedy celtic	https://en.wikipedia.org/wiki/john_kennedy_(scottish_footballer)	en.wikipedia.org/wiki/john_kennedy_(scottish_footballer)
037_006	Postecoglou won two titles with Brisbane Roar in the A-League before taking charge of the national team in 2013.	In the 2011–12 season, Brisbane Roar became the first team to win back-to-back A-League championships and Postecoglou became the most successful Australian domestic football (soccer) coach, with four national titles.	Ange Postecoglou celtic	https://en.wikipedia.org/wiki/ange_postecoglou	en.wikipedia.org/wiki/ange_postecoglou
037_007	His four-year reign included managing Australia at the 2014 World Cup and leading the team to the Asian Cup a year later — the country’s first major trophy.	Postecoglou was appointed head coach of the Australia national team on 23 October 2013 on a five-year contract	Ange Postecoglou celtic	https://en.wikipedia.org/wiki/ange_postecoglou	en.wikipedia.org/wiki/ange_postecoglou
037_009	He left after securing qualification for the 2018 World Cup and was appointed at Yokohama in December 2017, with the J League title following in 2019.	On 19 December 2017 Yokohama F. Marinos announced they had appointed Postecoglou as head coach at the Succession of the 2017 Japanese Emperor's Cup.	Ange Postecoglou celtic	https://en.wikipedia.org/wiki/ange_postecoglou	en.wikipedia.org/wiki/ange_postecoglou
037_010	Celtic ended this season without a trophy for the first time since 2010 as their campaign for a tenth consecutive title saw them finish 25 points behind Rangers.	Celtic’s 2-0 Scottish Cup defeat by Rangers at Ibrox on Sunday meant the Hoops lost their grip on the trophy that they recently won a record four times in a row.  The Gers’ victory also meant their Old Firm rivals will finish the season without a trophy for the first time since 2009-10.	Celtic ended this season without a trophy for the first time since 2010	https://www.fourfourtwo.com/news/barren-run-ahead-celtic-cup-loss-means-first-season-without-a-trophy-since-2010-1618850537000	fourfourtwo.com/news/barren-run-ahead-celtic-cup-loss-means-first-season-without-a-trophy-since-2010-1618850537000
038_027	The northern edge of the Wadden is marked by a chain of islands called the Frisians, some of them barely more than spits of sand.	The Frisian Islands, also known as the Wadden Islands or the Wadden Sea Islands, form an archipelago at the eastern edge of the North Sea in northwestern Europe, stretching from the northwest of the Netherlands through Germany to the west of Denmark.	frisian island wadden sea	https://en.wikipedia.org/wiki/frisian_islands	en.wikipedia.org/wiki/frisian_islands
039_013	Kassel is full of art and science museums, and there’s the Bergpark Wilhelmshöhe, a mountain park with incredible views across the city.	Bergpark Wilhelmshöhe is a landscape park in Kassel, Germany.	Bergpark Wilhelmshöhe kassel	https://en.wikipedia.org/wiki/bergpark_wilhelmsh%c3%b6he	en.wikipedia.org/wiki/bergpark_wilhelmsh%c3%b6he
039_038	Henning Wehn, 47, lives in Hastings.	Henning Wehn (German pronunciation: [ˈhɛnɪŋ ˈveːn]; born 10 April 1974) is a German stand-up comedian based in London	henning wehn	https://en.wikipedia.org/wiki/henning_wehn	en.wikipedia.org/wiki/henning_wehn
039_039	He moved to the UK when he got a job in marketing at Wycombe Wanderers Football Club.	In 2002, he moved to the United Kingdom to work in the marketing department of Wycombe Wanderers.	henning wehn	https://en.wikipedia.org/wiki/henning_wehn	en.wikipedia.org/wiki/henning_wehn
039_040	He has appeared in panel shows including 8 Out of 10 Cats, Have I Got News for You and QI, and will be at the Bristol Comedy Garden festival, which starts on Wednesday.	Wehn has appeared on the panel shows 8 Out of 10 Cats, Have I Got News for You, Room 101, 8 Out of 10 Cats Does Countdown, QI and Would I Lie to You?.	henning wehn	https://en.wikipedia.org/wiki/henning_wehn	en.wikipedia.org/wiki/henning_wehn
040_009	Three weeks after my stay at the Sill, run by the Youth Hostel Association (YHA), the country was in lockdown.	Explore Northumberland’s fascinating history from our brand-new state-of-the-art location – YHA The Sill at Hadrian’s Wall.	the sill yha	https://groups.yha.org.uk/hostels/yha-sill-hadrians-wall	groups.yha.org.uk/hostels/yha-sill-hadrians-wall
040_038	Meanwhile, Hostelling Scotland — the YHA’s counterpart north of the border, turning 90 this year — began a phased reopening of its 60-plus hostels two days ago.	Hostelling Scotland (SYHA; Gaelic: Comann Osdailean Òigridh na h-Alba), founded in 1931, is part of Hostelling International and provides youth hostel accommodation in Scotland.	hosteling scotland history	https://en.wikipedia.org/wiki/Scottish_Youth_Hostels_Association	en.wikipedia.org/wiki/scottish_youth_hostels_association
040_050	The Everest-conquering mountaineer Sir Chris Bonington has described it as “the pearl in the YHA crown”.	Sir Christian John Storey Bonington, CVO, CBE, DL (born 6 August 1934) is a British mountaineer.	sir chris bonington	https://en.wikipedia.org/wiki/chris_bonington	en.wikipedia.org/wiki/chris_bonington
060_001	A sweep of blue, almost a mile wide, flanked by St Ives harbour and Godrevy lighthouse in the distance.	It lies 1 mile (1.6 km) southeast of St Ives, on the western coast of St Ives Bay, on the Atlantic coast.	carbis bay 	https://en.wikipedia.org/wiki/carbis_bay	en.wikipedia.org/wiki/carbis_bay
060_002	You can see why Virginia Woolf was so inspired by the place; it really is the “stunning landscape” that Boris Johnson had in mind when he planned to host the G7 summit here from June 11.	The G7 Summit was held in Carbis Bay, Cornwall on 11-13 June 2021.	carbis bay g7 summit june 11	https://www.gov.uk/government/topical-events/g7-uk-2021	gov.uk/government/topical-events/g7-uk-2021
060_014	Built in 1894, the 125-acre family-owned estate gained popularity among Victorian travellers, who arrived by rail, and it has attracted the well-heeled ever since.	Built in 1894 by the renowned Cornish architect Silvanus Trevail, the Carbis Bay Hotel quickly gained popularity as a result of the boom in British seaside holidays, which had been made possible by expansion of the railways.	carbis bay hotel history	https://www.carbisbayhotel.co.uk/the-estate/history	carbisbayhotel.co.uk/the-estate/history
060_032	Visit Cornwall estimates that the summit could provide a £50 million economic boost, but the last thing many residents want is more visitors.	Visit Cornwall estimates that hosting the international G7 leaders’ summit in the county in June will bring a £50 million economic boost.	g7 visit cornwall £50m economic boost	https://www.euroweeklynews.com/2021/01/18/g7-summit-could-boost-visit-cornwall-by-50m	euroweeklynews.com/2021/01/18/g7-summit-could-boost-visit-cornwall-by-50m
